rosbagTimestamp,linear,x,y,z,angular,x,y,z
1581525921233154323,,-0.0342929288857,0.0434967097553,1.2016392227,,0.0,0.0,0.000486597786034
1581525921233179547,,-0.0294225321353,0.038731311767,1.2016392227,,0.0,0.0,37.6926429292
1581525921243268135,,-0.0573443134532,-0.0150015378275,1.20003483761,,0.0,0.0,1.57339332492
1581525921253251210,,-0.0598898304172,-0.0164299680088,1.19843317772,,0.0,0.0,1.58305818221
1581525921263219679,,-0.0595995302151,-0.015281741447,1.19681073147,,0.0,0.0,1.58218017719
1581525921273467233,,-0.058405666163,-0.0162224707257,1.19516113119,,0.0,0.0,1.58352586574
1581525921283565722,,-0.0590555318184,-0.0166737518984,1.19351966953,,0.0,0.0,1.57656938024
1581525921293741674,,-0.0598364551395,-0.0162330041888,1.19187784616,,0.0,0.0,1.56980581496
1581525921303751095,,-0.0598308932517,-0.0174289050524,1.19015857121,,0.0,0.0,1.57010756715
1581525921313892910,,-0.0585915456752,-0.0175236027583,1.18837070988,,0.0,0.0,1.55369403892
1581525921324068978,,-0.0599710757794,-0.0177558171882,1.18659488569,,0.0,0.0,1.54619167681
1581525921333851421,,-0.059278188976,-0.0159476763084,1.18482155793,,0.0,0.0,1.52057879887
1581525921343873283,,-0.0595372397359,-0.0176409711926,1.18306192539,,0.0,0.0,1.52943214278
1581525921353876062,,-0.0596968267567,-0.0180521422949,1.18113757017,,0.0,0.0,1.50773092931
1581525921364218381,,-0.0590253183758,-0.0181419279571,1.17942908345,,0.0,0.0,1.50626857341
1581525921373638085,,-0.0610838918674,-0.0183559327085,1.17718458457,,0.0,0.0,1.48953247869
1581525921384339521,,-0.0590115717625,-0.0169134969986,1.17510542956,,0.0,0.0,1.44280388015
1581525921394055889,,-0.0604357829212,-0.0183049582012,1.17312855317,,0.0,0.0,1.46702137136
1581525921404024134,,-0.0612428509914,-0.0183679940645,1.17107279364,,0.0,0.0,1.45127016238
1581525921413986979,,-0.0585816549891,-0.0181466526329,1.16896570914,,0.0,0.0,1.42950274345
1581525921424009428,,-0.0609449184774,-0.0173776804316,1.1668441298,,0.0,0.0,1.41255153927
1581525921433762813,,-0.0599600923963,-0.0178530084313,1.16463891509,,0.0,0.0,1.4069530142
1581525921443611346,,-0.0580288789873,-0.0181080536781,1.16244978855,,0.0,0.0,1.39209352579
1581525921453552345,,-0.0608388590732,-0.0181450284228,1.16032941268,,0.0,0.0,1.38090487186
1581525921463629520,,-0.0609930386489,-0.0180499051517,1.15796640846,,0.0,0.0,1.35670662892
1581525921473830597,,-0.0581330234579,-0.0167858756938,1.15578823708,,0.0,0.0,1.34522031081
1581525921483514703,,-0.0591874356399,-0.0181497064499,1.15355118198,,0.0,0.0,1.33208576797
1581525921493712951,,-0.0595071784978,-0.0174730362547,1.15124639624,,0.0,0.0,1.31339341513
1581525921503820788,,-0.0606347642434,-0.0173402637832,1.14893090103,,0.0,0.0,1.30384620256
1581525921513946239,,-0.0564216824425,-0.0174036816671,1.14661930781,,0.0,0.0,1.28535143119
1581525921524325064,,-0.0590269645554,-0.0181405004113,1.1443147681,,0.0,0.0,1.2787516931
1581525921534061800,,-0.059722320718,-0.0173575670773,1.14200066596,,0.0,0.0,1.24555324792
1581525921543808659,,-0.0574686001771,-0.0176735141896,1.13966482841,,0.0,0.0,1.25933732008
1581525921554079878,,-0.0575734795763,-0.0172374552608,1.13723660508,,0.0,0.0,1.22773272043
