rosbagTimestamp,linear,x,y,z,angular,x,y,z
1581526202067210336,,0.00265886551661,9.38731923903e-05,0.00705178544728,,0.0,0.0,0.534294610501
1581526202077003981,,0.00807970510381,0.000593829886423,0.0071907729199,,0.0,0.0,0.540368304322
1581526202087016952,,0.00568826143897,0.000305560519887,0.00729772309001,,0.0,0.0,0.536220931339
1581526202096933740,,0.00139551641313,0.000284417664438,0.00740769187815,,0.0,0.0,0.542082405447
1581526202107339431,,0.00574938597913,-0.000361535507735,0.00747376286343,,0.0,0.0,0.539986319552
1581526202117063551,,0.007630976225,0.000139724011191,0.00750357414243,,0.0,0.0,0.534912963868
1581526202127245242,,0.00303759493841,-0.000438130959185,0.0075581971457,,0.0,0.0,0.539088695991
1581526202137172524,,0.00639822325595,-0.000206493357999,0.00762524175423,,0.0,0.0,0.53917836398
1581526202146994790,,0.00469909054373,0.000733559833198,0.00774622913104,,0.0,0.0,0.53838175882
1581526202157154832,,0.00478012956272,-0.000537033297306,0.00779761029785,,0.0,0.0,0.536347067952
1581526202169766701,,0.00379118955976,9.13212587766e-05,0.00783432173671,,0.0,0.0,0.540004320737
1581526202176991000,,0.00714447348018,-0.000200952491622,0.00785294776616,,0.0,0.0,0.538612424791
1581526202187250507,,0.00767972921234,-0.000398608648728,0.00788146409916,,0.0,0.0,0.534976176453
1581526202197220548,,0.00133658633966,-0.000380204091355,0.00794902414565,,0.0,0.0,0.539797761751
1581526202207098740,,0.00733428738288,-0.000586297495925,0.00797702367388,,0.0,0.0,0.536480476067
1581526202217029963,,0.00809734591731,-0.00106300135592,0.0080136055748,,0.0,0.0,0.535119922086
1581526202227084830,,0.0023968246175,-0.00105567878856,0.0080447723053,,0.0,0.0,0.537029449969
1581526202237320303,,0.00855401458732,-5.60235131137e-05,0.00804554036988,,0.0,0.0,0.536725447435
1581526202247037292,,0.00435891529005,5.32289493138e-05,0.00812019650718,,0.0,0.0,0.538695138451
1581526202256991273,,0.00558367039182,-0.00135985687714,0.00816750245184,,0.0,0.0,0.54140262846
1581526202267237453,,0.00809568430689,-0.00031447366226,0.00825869255816,,0.0,0.0,0.531000299746
1581526202277078299,,0.00517786885315,-0.000895166054125,0.00826767671708,,0.0,0.0,0.546550178422
1581526202287031961,,0.00440840249576,-0.000941394700243,0.00824457565734,,0.0,0.0,0.538618534109
1581526202297184844,,0.00526166227825,-0.00093410450505,0.00830653945504,,0.0,0.0,0.535281094657
1581526202307261533,,0.00660882680881,-0.000539372631779,0.0083407976262,,0.0,0.0,0.537406087866
1581526202317187356,,0.00964007949055,-0.00174662749432,0.00832988807713,,0.0,0.0,0.537811184316
1581526202326985999,,0.00544131877563,-0.00204431191559,0.0082945628285,,0.0,0.0,0.53968869506
1581526202337271665,,0.00669832891441,-0.00105875391014,0.00831466116889,,0.0,0.0,0.532464636723
1581526202347093850,,0.00328224958045,-0.00115900586934,0.00832586017968,,0.0,0.0,0.537863521192
1581526202357303629,,0.00665112143058,-0.000783423706075,0.00836255983318,,0.0,0.0,0.541447817111
1581526202367139356,,0.00611512443087,-0.00185707980162,0.00835601458302,,0.0,0.0,0.540746943327
1581526202377023721,,0.00655517770459,-0.001573201773,0.00829517874761,,0.0,0.0,0.538367565823
1581526202387246045,,0.00683606167101,-0.00207217706883,0.00828422736933,,0.0,0.0,0.534414566876
1581526202397120740,,0.0072933499207,-0.00169191279042,0.00834286193099,,0.0,0.0,0.537217448645
1581526202407175952,,0.00599740761786,-0.00180818451019,0.0083528925164,,0.0,0.0,0.535093331733
1581526202417001192,,0.00756868760277,-0.00175721259282,0.00838160288713,,0.0,0.0,0.538473320063
1581526202427146018,,0.0064024375333,-0.0023699121756,0.00843067048949,,0.0,0.0,0.533338814229
1581526202437259493,,0.00856378421826,-0.00184047524397,0.00840860753297,,0.0,0.0,0.533322886807
1581526202446978235,,0.0041366550687,-0.0022832510065,0.00841331727039,,0.0,0.0,0.541923061527
1581526202457037392,,0.00712491208028,-0.00251554184361,0.00844648251579,,0.0,0.0,0.53556744662
1581526202467426767,,0.00897474655971,-0.0026831537422,0.00849881280539,,0.0,0.0,0.534420198743
1581526202477051585,,0.00341895596198,-0.00248757575962,0.00852933331782,,0.0,0.0,0.539124445029
